"","code","name","theme","source","freq","lastupdate","status"
"2180","PNADCT_TXINFORMUF_BRA","Informalidade - brancos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2181","PNADCT_TXINFORMUF_HOM","Informalidade - homem (IBGE/Pnad Contínua)","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2182","PNADCT_TXINFORMUF_MUL","Informalidade - mulher (IBGE/Pnad Contínua)","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2183","PNADCT_TXINFORMUF_NEG","Informalidade - pretos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2184","PNADCT_TXINFORMUF_PRD","Informalidade - pardos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2185","PNADCT_TXPARTCUF","Taxa de participação (IBGE/Pnad Contínua)","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2186","PNADCT_TXPARTCUF_1417","Taxa de participação - 14 a 17 anos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2187","PNADCT_TXPARTCUF_1824","Taxa de participação - 18 a 24 anos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2188","PNADCT_TXPARTCUF_2539","Taxa de participação - 25 a 39 anos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2189","PNADCT_TXPARTCUF_4059","Taxa de participação - 40 a 59 anos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2190","PNADCT_TXPARTCUF_60M","Taxa de participação - mais de 60 anos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2191","PNADCT_TXPARTCUF_BRA","Taxa de participação - cor branca","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2192","PNADCT_TXPARTCUF_EFC","Taxa de participação - ensino fundamental completo ou equivalente","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2193","PNADCT_TXPARTCUF_EFI","Taxa de participação - ensino fundamental incompleto ou equivalente","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2194","PNADCT_TXPARTCUF_EMC","Taxa de participação - ensino médio completo ou equivalente","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2195","PNADCT_TXPARTCUF_EMI","Taxa de participação - ensino médio incompleto ou equivalente","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2196","PNADCT_TXPARTCUF_ESC","Taxa de participação - ensino superior completo ou equivalente","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2197","PNADCT_TXPARTCUF_ESI","Taxa de participação - ensino superior incompleto ou equivalente","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2198","PNADCT_TXPARTCUF_HOM","Taxa de participação - homem (IBGE/Pnad Contínua)","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2199","PNADCT_TXPARTCUF_MUL","Taxa de participação - mulher (IBGE/Pnad Contínua)","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2200","PNADCT_TXPARTCUF_NEG","Taxa de participação - cor negra","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2201","PNADCT_TXPARTCUF_PRD","Taxa de participação - cor parda","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2202","PNADCT_TXPARTCUF_SI","Taxa de participação - sem instrução ou equivalente","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2203","PNADCT_TXSUBSTUF","Taxa subutilização da força de trabalho (IBGE/Pnad Contínua)","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2204","PNADCT_TXSUBSTUF_HOM","Taxa subutilização da força de trabalho - homem (IBGE/Pnad Contínua)","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2205","PNADCT_TXSUBSTUF_MUL","Taxa subutilização da força de trabalho - mulher (IBGE/Pnad Contínua)","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2206","PNADCT_TXSUBUTUF_1417","Taxa subutilização da força de trabalho - 14 a 17 anos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2207","PNADCT_TXSUBUTUF_1824","Taxa subutilização da força de trabalho - 18 a 24 anos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2208","PNADCT_TXSUBUTUF_2539","Taxa subutilização da força de trabalho - 25 a 39 anos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2209","PNADCT_TXSUBUTUF_4059","Taxa subutilização da força de trabalho - 40 a 59 anos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2210","PNADCT_TXSUBUTUF_60M","Taxa subutilização da força de trabalho - mais de 60 anos","Social","IBGE/PNAD Contínua","Quarterly",2025-05-16,""
"2211","DEPIS_POPP_HOM","População residente (homens) - 1º de julho - projeção","Social","IBGE/Pop","Yearly",2025-02-21,""
"2212","DEPIS_POPP_MUL","População residente (mulheres) - 1º de julho - projeção","Social","IBGE/Pop","Yearly",2025-02-21,""
"2213","IDHM","IDHM - Índice de Desenvolvimento Humano Municipal","Social","IPEA","Yearly",2025-05-15,""
"2214","IDHMED","IDHM - Índice de Desenvolvimento Humano Municipal - educação","Social","IPEA","Yearly",2023-05-17,""
"2215","IDHMLO","IDHM - Índice de Desenvolvimento Humano Municipal - longevidade","Social","IPEA","Yearly",2023-05-17,""
"2216","IDHMRE","IDHM - Índice de Desenvolvimento Humano Municipal - renda","Social","IPEA","Yearly",2023-05-17,""
"2217","PGINI","Índice de Gini (Pnad/IBGE) - INATIVA","Social","IPEA","Yearly",2016-01-07,""
"2218","PNADCA_POPPCC215","População abaixo da linha de pobreza de PPC$2,15","Social","IPEA","Yearly",2025-06-13,""
"2219","PNADCA_POPPCC215LL","População abaixo da linha de pobreza de PPC$2,15 - limite inferior do intervalo de confiança de 95%","Social","IPEA","Yearly",2025-06-13,""
"2220","PNADCA_POPPCC215UL","População abaixo da linha de pobreza de PPC$2,15 - limite superior do intervalo de confiança de 95%","Social","IPEA","Yearly",2025-06-13,""
"2221","PNADCA_POPPCC365","População abaixo da linha de pobreza de PPC$3,65","Social","IPEA","Yearly",2025-06-13,""
"2222","PNADCA_POPPCC365LL","População abaixo da linha de pobreza de PPC$3,65 - limite inferior do intervalo de confiança de 95%","Social","IPEA","Yearly",2025-06-13,""
"2223","PNADCA_POPPCC365UL","População abaixo da linha de pobreza de PPC$3,65 - limite superior do intervalo de confiança de 95%","Social","IPEA","Yearly",2025-06-13,""
"2224","PNADCA_POPPCC685","População abaixo da linha de pobreza de PPC$6,85","Social","IPEA","Yearly",2025-06-13,""
"2225","PNADCA_POPPCC685LL","População abaixo da linha de pobreza de PPC$6,85 - limite inferior do intervalo de confiança de 95%","Social","IPEA","Yearly",2025-06-13,""
"2226","PNADCA_POPPCC685UL","População abaixo da linha de pobreza de PPC$6,85 - limite superior do intervalo de confiança de 95%","Social","IPEA","Yearly",2025-06-13,""
"2227","PNADCA_TXPPCC215","Proporção de pessoas abaixo da linha de pobreza de PPC$2,15","Social","IPEA","Yearly",2025-06-13,""
"2228","PNADCA_TXPPCC215LL","Proporção de pessoas abaixo da linha de pobreza de PPC$2,15 - limite inferior do intervalo de confiança de 95%","Social","IPEA","Yearly",2025-06-13,""
"2229","PNADCA_TXPPCC215UL","Proporção de pessoas abaixo da linha de pobreza de PPC$2,15 - limite superior do intervalo de confiança de 95%","Social","IPEA","Yearly",2025-06-13,""
"2230","PNADCA_TXPPCC365","Proporção de pessoas abaixo da linha de pobreza de PPC$3,65","Social","IPEA","Yearly",2025-06-13,""
"2231","PNADCA_TXPPCC365LL","Proporção de pessoas abaixo da linha de pobreza de PPC$3,65 - limite inferior do intervalo de confiança de 95%","Social","IPEA","Yearly",2025-06-13,""
"2232","PNADCA_TXPPCC365UL","Proporção de pessoas abaixo da linha de pobreza de PPC$3,65 - limite superior do intervalo de confiança de 95%","Social","IPEA","Yearly",2025-06-13,""
"2233","PNADCA_TXPPCC685","Proporção de pessoas abaixo da linha de pobreza de PPC$6,85","Social","IPEA","Yearly",2025-06-13,""
"2234","PNADCA_TXPPCC685LL","Proporção de pessoas abaixo da linha de pobreza de PPC$6,85 - limite inferior do intervalo de confiança de 95%","Social","IPEA","Yearly",2025-06-13,""
"2235","PNADCA_TXPPCC685UL","Proporção de pessoas abaixo da linha de pobreza de PPC$6,85 - limite superior do intervalo de confiança de 95%","Social","IPEA","Yearly",2025-06-13,""
"2236","EVNNEW","Esperança de vida ao nascer","Social","IPEA","Decennial",2024-04-03,""
"2237","MATE43","Média de anos de estudo - menos de 4 - pessoas 25 anos e mais - INATIVA","Social","IPEA","Decennial",2011-07-08,""
"2238","MATE83","Média de anos de estudo - menos de 8 - pessoas 25 anos e mais - INATIVA","Social","IPEA","Decennial",2011-07-08,""
"2239","MEDUCA","Média de anos de estudo - pessoas 25 anos e mais - INATIVA","Social","IPEA","Decennial",2011-07-08,""
"2240","MMAIS113","Média de anos de estudo - mais de 11 - pessoas 25 anos e mais - INATIVA","Social","IPEA","Decennial",2011-07-08,""
"2241","P0","Pobreza - pessoas pobres (P0) - INATIVA","Social","IPEA","Decennial",2009-04-20,""
"2242","PDIAE","Domicílios com rede de esgoto e/ou fossa séptica (Censo IBGE - Sidra)","Social","IPEA","Decennial",2024-03-11,""
"2243","PEA","População Economicamente Ativa (PEA) - Total","Social","IPEA","Decennial",2024-03-20,""
"2244","PEA_R","Populacao Economicamente Ativa(PEA)- Rural","Social","IPEA","Decennial",2024-03-20,""
"2245","PEA_U","Populacao Economicamente Ativa(PEA)- Urbana","Social","IPEA","Decennial",2024-03-20,""
"2246","POPOC","Populacao Ocupada - INATIVA","Social","IPEA","Decennial",2011-02-17,""
"2247","POPOC_R","Populacao Ocupada- Rural - INATIVA","Social","IPEA","Decennial",2011-02-17,""
"2248","POPOC_U","Populacao Ocupada- Urbana - INATIVA","Social","IPEA","Decennial",2011-02-17,""
"2249","TXA15M7091","Taxa de analfabetismo - pessoas 15 anos e mais - INATIVA ","Social","IPEA","Decennial",2011-02-17,""
"2250","AVS_IVS","IVS - Índice de Vulnerabilidade Social","Social","IPEA / Atlas da Vulnerabilidade Social","Yearly",2024-12-05,""
"2251","AVS_IVSCH","IVS - subíndice de Capital Humano","Social","IPEA / Atlas da Vulnerabilidade Social","Yearly",2024-12-05,""
"2252","AVS_IVSIU","IVS - subíndice de Infraestrutura Urbana","Social","IPEA / Atlas da Vulnerabilidade Social","Yearly",2024-12-05,""
"2253","AVS_IVSRT","IVS - subíndice de Renda e Trabalho","Social","IPEA / Atlas da Vulnerabilidade Social","Yearly",2024-12-05,""
"2254","ADH_ESPVIDA","Esperança de vida ao nascer (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2255","ADH_ESPVIDA_BRA","Esperança de vida ao nascer - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2256","ADH_ESPVIDA_HOM","Esperança de vida ao nascer - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2257","ADH_ESPVIDA_MUL","Esperança de vida ao nascer - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2258","ADH_ESPVIDA_NEG","Esperança de vida ao nascer - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2259","ADH_ESPVIDA_RUR","Esperança de vida ao nascer - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2260","ADH_ESPVIDA_URB","Esperança de vida ao nascer - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2261","ADH_E_ANOSESTUDO","Expectativa de anos de estudo aos 18 anos de idade (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2262","ADH_E_ANOSESTUDO_BRA","Expectativa de anos de estudo aos 18 anos de idade - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2263","ADH_E_ANOSESTUDO_HOM","Expectativa de anos de estudo aos 18 anos de idade - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2264","ADH_E_ANOSESTUDO_MUL","Expectativa de anos de estudo aos 18 anos de idade - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2265","ADH_E_ANOSESTUDO_NEG","Expectativa de anos de estudo aos 18 anos de idade - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2266","ADH_E_ANOSESTUDO_RUR","Expectativa de anos de estudo aos 18 anos de idade - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2267","ADH_E_ANOSESTUDO_URB","Expectativa de anos de estudo aos 18 anos de idade - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2268","ADH_FECTOT","Taxa de fecundidade total (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2269","ADH_FECTOT_BRA","Taxa de fecundidade total - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2270","ADH_FECTOT_NEG","Taxa de fecundidade total - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2271","ADH_FECTOT_RUR","Taxa de fecundidade total - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2272","ADH_FECTOT_URB","Taxa de fecundidade total - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2273","ADH_GINI","Índice de Gini (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2022-09-30,""
"2274","ADH_GINI_BRA","Índice de Gini - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2022-09-30,""
"2275","ADH_GINI_HOM","Índice de Gini - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2022-09-30,""
"2276","ADH_GINI_MUL","Índice de Gini - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2022-09-30,""
"2277","ADH_GINI_NEG","Índice de Gini - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2022-09-30,""
"2278","ADH_GINI_RUR","Índice de Gini - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2022-09-30,""
"2279","ADH_GINI_URB","Índice de Gini - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2022-09-30,""
"2280","ADH_IDHM","IDHM - Índice de Desenvolvimento Humano Municipal (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2281","ADH_IDHM_BRA","IDHM - Índice de Desenvolvimento Humano Municipal - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2282","ADH_IDHM_E","IDHM - Índice de Desenvolvimento Humano Municipal - educação (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2283","ADH_IDHM_E_BRA","IDHM - Índice de Desenvolvimento Humano Municipal - Dimensão Educação - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2284","ADH_IDHM_E_HOM","IDHM - Índice de Desenvolvimento Humano Municipal - Dimensão Educação - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2285","ADH_IDHM_E_MUL","IDHM - Índice de Desenvolvimento Humano Municipal - Dimensão Educação - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2286","ADH_IDHM_E_NEG","IDHM - Índice de Desenvolvimento Humano Municipal - Dimensão Educação - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2287","ADH_IDHM_E_RUR","IDHM - Índice de Desenvolvimento Humano Municipal - Dimensão Educação - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2288","ADH_IDHM_E_URB","IDHM - Índice de Desenvolvimento Humano Municipal - Dimensão Educação - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2289","ADH_IDHM_HOM","IDHM - Índice de Desenvolvimento Humano Municipal - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2290","ADH_IDHM_L","IDHM - Índice de Desenvolvimento Humano Municipal - longevidade (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2291","ADH_IDHM_L_BRA","IDHM - Índice de Desenvolvimento Humano Municipal - longevidade - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2292","ADH_IDHM_L_HOM","IDHM - Índice de Desenvolvimento Humano Municipal - longevidade - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2293","ADH_IDHM_L_MUL","IDHM - Índice de Desenvolvimento Humano Municipal - longevidade - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2294","ADH_IDHM_L_NEG","IDHM - Índice de Desenvolvimento Humano Municipal - longevidade - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2295","ADH_IDHM_L_RUR","IDHM - Índice de Desenvolvimento Humano Municipal - longevidade - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2296","ADH_IDHM_L_URB","IDHM - Índice de Desenvolvimento Humano Municipal - longevidade - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2297","ADH_IDHM_MUL","IDHM - Índice de Desenvolvimento Humano Municipal - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2298","ADH_IDHM_NEG","IDHM - Índice de Desenvolvimento Humano Municipal - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2299","ADH_IDHM_R","IDHM - Índice de Desenvolvimento Humano Municipal - renda (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2300","ADH_IDHM_RUR","IDHM - Índice de Desenvolvimento Humano Municipal - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2301","ADH_IDHM_R_BRA","IDHM - Índice de Desenvolvimento Humano Municipal - Dimensão Renda - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2302","ADH_IDHM_R_HOM","IDHM - Índice de Desenvolvimento Humano Municipal - Dimensão Renda - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2303","ADH_IDHM_R_MUL","IDHM - Índice de Desenvolvimento Humano Municipal - Dimensão Renda - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2304","ADH_IDHM_R_NEG","IDHM - Índice de Desenvolvimento Humano Municipal - Dimensão Renda - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2305","ADH_IDHM_R_RUR","IDHM - Índice de Desenvolvimento Humano Municipal - Dimensão Renda - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2306","ADH_IDHM_R_URB","IDHM - Índice de Desenvolvimento Humano Municipal - Dimensão Renda - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2307","ADH_IDHM_URB","IDHM - Índice de Desenvolvimento Humano Municipal - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2308","ADH_MORT1","Taxa de mortalidade até um ano de idade (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2309","ADH_MORT1_BRA","Mortalidade até um ano de idade - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2310","ADH_MORT1_HOM","Mortalidade até um ano de idade - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2311","ADH_MORT1_MUL","Mortalidade até um ano de idade - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2312","ADH_MORT1_NEG","Mortalidade até um ano de idade - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2313","ADH_MORT1_RUR","Mortalidade até um ano de idade - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2314","ADH_MORT1_URB","Mortalidade até um ano de idade - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2315","ADH_MORT5","Taxa de mortalidade até cinco anos de idade (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2316","ADH_MORT5_BRA","Mortalidade até cinco anos de idade - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2317","ADH_MORT5_HOM","Mortalidade até cinco anos de idade - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2318","ADH_MORT5_MUL","Mortalidade até cinco anos de idade - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2319","ADH_MORT5_NEG","Mortalidade até cinco anos de idade - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2320","ADH_MORT5_RUR","Mortalidade até cinco anos de idade - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2321","ADH_MORT5_URB","Mortalidade até cinco anos de idade - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2322","ADH_PEA1014","População economicamente ativa de 10 a 14 anos de idade (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2323","ADH_PEA1014_BRA","População economicamente ativa de 10 a 14 anos de idade - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2324","ADH_PEA1014_HOM","População economicamente ativa de 10 a 14 anos de idade - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2325","ADH_PEA1014_MUL","População economicamente ativa de 10 a 14 anos de idade - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2326","ADH_PEA1014_NEG","População economicamente ativa de 10 a 14 anos de idade - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2327","ADH_PEA1014_RUR","População economicamente ativa de 10 a 14 anos de idade - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2328","ADH_PEA1014_URB","População economicamente ativa de 10 a 14 anos de idade - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2329","ADH_PEA1517","População economicamente ativa de 15 a 17 anos de idade (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2330","ADH_PEA1517_BRA","População economicamente ativa de 15 a 17 anos de idade - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2331","ADH_PEA1517_HOM","População economicamente ativa de 15 a 17 anos de idade - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2332","ADH_PEA1517_MUL","População economicamente ativa de 15 a 17 anos de idade - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2333","ADH_PEA1517_NEG","População economicamente ativa de 15 a 17 anos de idade - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2334","ADH_PEA1517_RUR","População economicamente ativa de 15 a 17 anos de idade - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2335","ADH_PEA1517_URB","População economicamente ativa de 15 a 17 anos de idade - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2336","ADH_PEA18M","População economicamente ativa de 18 anos ou mais de idade (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2337","ADH_PEA18M_BRA","População economicamente ativa de 18 anos ou mais de idade - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2338","ADH_PEA18M_HOM","População economicamente ativa de 18 anos ou mais de idade - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2339","ADH_PEA18M_MUL","População economicamente ativa de 18 anos ou mais de idade - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2340","ADH_PEA18M_NEG","População economicamente ativa de 18 anos ou mais de idade - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2341","ADH_PEA18M_RUR","População economicamente ativa de 18 anos ou mais de idade - áreas rurais (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2342","ADH_PEA18M_URB","População economicamente ativa de 18 anos ou mais de idade - áreas urbanas (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-08,""
"2343","ADH_PESORUR","População rural (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2024-11-15,""
"2344","ADH_PESORUR_BRA","População rural - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2345","ADH_PESORUR_HOM","População rural - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2346","ADH_PESORUR_MUL","População rural - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2347","ADH_PESORUR_NEG","População rural - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2023-03-07,""
"2348","ADH_PESOTOT","População total (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2024-02-02,""
"2349","ADH_PESOTOT_BRA","População total - cor branca (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2024-06-18,""
"2350","ADH_PESOTOT_HOM","População total - homens (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2024-06-18,""
"2351","ADH_PESOTOT_MUL","População total - mulheres (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2024-06-18,""
"2352","ADH_PESOTOT_NEG","População total - cor negra (Atlas DH - Censo)","Social","IPEA/ADH Censo IBGE","Decennial",2024-06-18,""
